area_id,year,season,ndvi,evi,ndwi,temp
1,1984,winter,-0.1287165677973205,0.0087732191947949,0.1313964966670354,21.73077577615918
2,1984,winter,-0.1297480779706542,-0.4707689121731604,0.1218779912661966,4.435568536552048
3,1984,winter,-0.0996706384001443,0.0187511185867002,0.0955302499266761,23.964221089553067
4,1984,winter,0.1214317796512063,0.1291751756636537,-0.1814559604875631,27.90891902562476
5,1984,winter,0.0221305884591081,0.0357580379921539,-0.0849510603289435,-2.66837638124461
6,1984,winter,0.099409472627746,0.1157645818347951,-0.182481901521265,25.70986580626324
7,1984,winter,0.0670251748622845,0.0928009770539326,-0.1368754200653356,15.745157961441056
8,1984,winter,0.0788983020764582,0.0948510956852203,-0.1697826444875368,23.0238420964244
9,1984,winter,0.1184910713266727,0.1471033740912282,-0.1976738307790445,22.79365104158391
10,1984,winter,0.0937816966285725,0.1114453479658095,-0.1692961929347894,21.97874338151269
11,1984,winter,0.1368946207061231,0.1599299067766293,-0.2318042489335362,23.33317153215461
12,1984,winter,-0.1268241201955114,-0.3262527912737691,0.1237078153500949,17.714983916678452
13,1984,winter,0.0140993867558535,0.0849429768851014,-0.0522155945387457,20.90250996731048
14,1984,winter,-0.0153323611458567,0.0684672186380653,-0.0007893984719243222,25.450401444572098
15,1984,winter,-0.0944761937008289,-0.0501035592150271,-0.1276322901430773,22.209009320929628
16,1984,winter,-0.2012550706589594,-0.0302869291280961,0.2609597100715696,22.894128308555786
17,1984,winter,0.0656290087456745,0.1089727487509178,-0.1308512290750161,20.446500638472827
18,1984,winter,0.0785510540051037,0.0709505950299726,-0.1389296728240528,19.045673694469915
19,1984,winter,0.0765091024250958,0.0932112452541884,-0.1765619499813233,22.99490708145919
20,1984,winter,0.1504569803239063,0.164308871762142,-0.2359394725157973,22.458468460651623
21,1984,winter,0.146788604457992,0.157095115275059,-0.2277716294785364,24.80053941703442
22,1984,winter,0.0734520057028644,0.0944010984080108,-0.1530090262992072,14.83530241448842
23,1984,winter,0.0915150278101706,0.1260786004464257,-0.1725638532579279,18.32569176211832
24,1984,winter,0.0995071358207625,0.1328019503283868,-0.1861680616184966,17.689964487216407
25,1984,winter,0.096814707322705,0.1203753864227109,-0.1871721454838449,13.891635545274656
26,1984,winter,0.1299590398229777,0.1426131784730586,-0.2081704673964011,21.833319407215157
27,1984,winter,0.0850590090824217,0.0944505360083207,-0.1551864120916813,17.459203951378566
28,1984,winter,0.1141171187231026,0.1441273970567375,-0.1950413825846857,17.93564468334505
29,1984,winter,0.0022777809387559,0.0175291560281572,-0.028627586773611,15.727977718718527
30,1984,winter,-0.3041276677226458,-0.067660805918222,0.3962274568401918,21.02333927168307
31,1984,winter,-0.2897215488588378,-0.0528344766846472,0.3236766895855124,16.05347624003941
32,1984,winter,-0.4420902567250965,-0.0928961906677939,0.4835103224632515,14.38495828207884
32,1984,winter,0.0423006899931804,-0.0928961906677939,0.4835103224632515,14.38495828207884
32,1984,winter,-0.4420902567250965,-0.0928961906677939,-0.0621681056106679,14.38495828207884
32,1984,winter,0.0423006899931804,-0.0928961906677939,-0.0621681056106679,14.38495828207884
32,1984,winter,-0.4420902567250965,0.0397323917108199,0.4835103224632515,14.38495828207884
32,1984,winter,0.0423006899931804,0.0397323917108199,0.4835103224632515,14.38495828207884
32,1984,winter,-0.4420902567250965,0.0397323917108199,-0.0621681056106679,14.38495828207884
32,1984,winter,0.0423006899931804,0.0397323917108199,-0.0621681056106679,14.38495828207884
32,1984,winter,-0.4420902567250965,-0.0928961906677939,0.4835103224632515,20.578613377137703
32,1984,winter,0.0423006899931804,-0.0928961906677939,0.4835103224632515,20.578613377137703
32,1984,winter,-0.4420902567250965,-0.0928961906677939,-0.0621681056106679,20.578613377137703
32,1984,winter,0.0423006899931804,-0.0928961906677939,-0.0621681056106679,20.578613377137703
32,1984,winter,-0.4420902567250965,0.0397323917108199,0.4835103224632515,20.578613377137703
32,1984,winter,0.0423006899931804,0.0397323917108199,0.4835103224632515,20.578613377137703
32,1984,winter,-0.4420902567250965,0.0397323917108199,-0.0621681056106679,20.578613377137703
32,1984,winter,0.0423006899931804,0.0397323917108199,-0.0621681056106679,20.578613377137703
33,1984,winter,0.1491245777151361,0.1534627879373404,-0.2378033691656708,15.885503585823193
1,1984,spring,-0.0659600366621276,-0.0025588723682127,0.0619778956379372,28.27590044807171
2,1984,spring,-0.5699253748652385,-0.1242333163061423,0.5001940533125498,21.3308956468114
3,1984,spring,-0.0487862996997259,0.0088202176494615,0.043807079567015,32.09124045834635
4,1984,spring,0.1138158004767527,0.1308811621328706,-0.1749908886296731,45.425166544356735
5,1984,spring,0.4995850748582901,0.8212404114097299,-0.5546599282100092,32.679419513557164
6,1984,spring,0.1563826591773781,0.2124404379506651,-0.2393847555027044,42.194832917161584
7,1984,spring,0.1479677001989897,0.230738722208025,-0.2171464227659046,31.22757412575056
8,1984,spring,0.3732985727740383,0.5851981171299464,-0.4467795715014911,40.954755154698496
9,1984,spring,0.2090278621268072,0.3119938260446541,-0.2803530202672005,34.04306641159442
10,1984,spring,0.1030801862988868,0.1391766842643579,-0.1748922398410615,33.20754972747188
11,1984,spring,0.3041180455871866,0.4488121463504649,-0.3854514111941919,38.07546194036268
12,1984,spring,-0.0367707806306254,-0.0253500032349832,0.0288462688691419,25.01544194542273
13,1984,spring,0.0939088308815723,0.1808928721006775,-0.1273593074385974,41.64274583752624
14,1984,spring,-0.0100675965165716,0.0523058236071691,0.0018275429963737,34.9508630359671
16,1984,spring,-0.2176757037512763,-0.0674519885710347,0.2776300476318521,23.372015468726197
17,1984,spring,0.3699637629782222,0.6389779612615005,-0.4213703858310156,42.382242175211296
18,1984,spring,0.0588104705919687,0.054184100443623,-0.1210643465160152,36.02271440192734
19,1984,spring,0.2161357864597004,0.3213884331357135,-0.32516061610096,38.24802047259277
20,1984,spring,0.3938776110440671,0.5677071646384544,-0.457960260061447,40.32694062722369
21,1984,spring,0.3546050547523962,0.5087002852322924,-0.4197199789794569,45.77184937318458
22,1984,spring,0.3439413777130161,0.5824978393411099,-0.4093263260719095,28.64320573649392
23,1984,spring,0.4531111678430092,0.7502572763688901,-0.5125621599624812,37.04461722295926
24,1984,spring,0.4616841877927806,0.7694261822147398,-0.5241173350435799,35.65751261869957
25,1984,spring,0.4308063891852517,0.6985971367755675,-0.4954554149550171,32.32145448289117
26,1984,spring,0.1921179548073638,0.2372684158993625,-0.2660608750372644,41.84167697519872
27,1984,spring,0.0742074577145643,0.0834091316927705,-0.1393020295998097,45.1690677657904
28,1984,spring,0.37671357884141,0.586906402479259,-0.4403515502301112,40.442090860495966
29,1984,spring,0.0758860558381276,0.0935060808710906,-0.1186023429338214,42.347087670134336
30,1984,spring,-0.1183981871051149,-0.0360393585579455,0.1766080665248416,22.2427324319661
31,1984,spring,-0.2110421790860949,-0.047270361997157,0.2372408835638303,17.740309593276784
32,1984,spring,-0.4204092623639163,-0.1406484658467577,0.4021128049731196,23.17161814171645
32,1984,spring,0.0981062091527787,-0.1406484658467577,0.4021128049731196,23.17161814171645
32,1984,spring,-0.4204092623639163,-0.1406484658467577,-0.148465889911528,23.17161814171645
32,1984,spring,0.0981062091527787,-0.1406484658467577,-0.148465889911528,23.17161814171645
32,1984,spring,-0.4204092623639163,0.0976126415614951,0.4021128049731196,23.17161814171645
32,1984,spring,0.0981062091527787,0.0976126415614951,0.4021128049731196,23.17161814171645
32,1984,spring,-0.4204092623639163,0.0976126415614951,-0.148465889911528,23.17161814171645
32,1984,spring,0.0981062091527787,0.0976126415614951,-0.148465889911528,23.17161814171645
32,1984,spring,-0.4204092623639163,-0.1406484658467577,0.4021128049731196,38.323546622193646
32,1984,spring,0.0981062091527787,-0.1406484658467577,0.4021128049731196,38.323546622193646
32,1984,spring,-0.4204092623639163,-0.1406484658467577,-0.148465889911528,38.323546622193646
32,1984,spring,0.0981062091527787,-0.1406484658467577,-0.148465889911528,38.323546622193646
32,1984,spring,-0.4204092623639163,0.0976126415614951,0.4021128049731196,38.323546622193646
32,1984,spring,0.0981062091527787,0.0976126415614951,0.4021128049731196,38.323546622193646
32,1984,spring,-0.4204092623639163,0.0976126415614951,-0.148465889911528,38.323546622193646
32,1984,spring,0.0981062091527787,0.0976126415614951,-0.148465889911528,38.323546622193646
33,1984,spring,0.2629536645187962,0.3557377510611124,-0.3406031821378121,37.64234809124894
1,1984,summer,-0.0766955759473169,0.0114555245451114,0.0712028498543159,34.17743472699806
2,1984,summer,-0.518968128821884,-0.1082779379759748,0.4653293464755283,28.30722968491027
3,1984,summer,-0.04120810840257,0.017981751085567,0.0261022707167801,37.785144836740585
4,1984,summer,0.149616452415594,0.1772878789756215,-0.212674898004334,52.68618872089398
5,1984,summer,0.4882907690720445,0.7923080214016301,-0.5473939363707561,40.6883628826331
6,1984,summer,0.1236044190445553,0.1590523337162492,-0.2099548133047019,44.70182648525657
7,1984,summer,0.2273974949248497,0.3677950691634698,-0.2935985927139416,40.18680593318504
8,1984,summer,0.2796716341810785,0.4230877137808323,-0.361191066408995,42.115435004548885
9,1984,summer,0.1246203890542993,0.1574992934577186,-0.205806604083237,43.41517677116998
10,1984,summer,0.0936443144113977,0.1162823491914067,-0.169159583929619,42.31458921196882
11,1984,summer,0.185659404550069,0.244014661251762,-0.279803144366081,41.74391363808861
12,1984,summer,-0.0698630719473334,0.0631932364298627,0.0729212999985026,37.54125922609757
13,1984,summer,0.0779940842825867,0.1412602766946311,-0.1161275681637411,40.781790388770034
14,1984,summer,-0.1542537455460566,-0.0088513430951535,0.2154736861929547,28.241866399448323
15,1984,summer,-0.0757809671959785,-0.0418498190054204,-0.0947977227511948,38.2575590858937
16,1984,summer,-0.0964908721327929,0.05324808555827,0.1348919355682171,30.039277456133345
